2186.566162,-325.744781,-504.304443
2186.565918,-325.744751,-504.304382
2186.565674,-325.744720,-504.304321
2186.566650,-325.744843,-504.300446
2186.566650,-325.744873,-504.300476
2186.566650,-325.744873,-504.300476
2186.566895,-325.744904,-504.300537
2186.566650,-325.744843,-504.300446
2186.566650,-325.744873,-504.300476
2186.566650,-325.744873,-504.300476
2186.565918,-325.744720,-504.304352
2186.566650,-325.744843,-504.300446
2186.567139,-325.744904,-504.296509
2186.568359,-325.745087,-504.292725
2186.568604,-325.745148,-504.292816
2186.568359,-325.745117,-504.292786
2186.568848,-325.745178,-504.292847
2186.568359,-325.745117,-504.292786
2186.568848,-325.745178,-504.292847
2186.568848,-325.745178,-504.292847
2186.567871,-325.745056,-504.296722
2186.567139,-325.744934,-504.300598
2186.566162,-325.746735,-504.304474
2186.566162,-325.746735,-504.304474
2186.565674,-325.746674,-504.304382
2186.566406,-325.746765,-504.300476
2186.566895,-325.744904,-504.300537
2186.566650,-325.744873,-504.300476
2186.566650,-325.744873,-504.300476
2186.567139,-325.744904,-504.300568
2186.567871,-325.745056,-504.296722
2186.568359,-325.745087,-504.296783
2186.568115,-325.745087,-504.296753
2186.567139,-325.744934,-504.300598
2186.566406,-325.744812,-504.304474
2186.565674,-325.744720,-504.308380
2186.565674,-325.744720,-504.308380
2186.565674,-325.744720,-504.308380
2186.566650,-325.744873,-504.304565
2186.567383,-325.746918,-504.300690
2186.567871,-325.745026,-504.300720
2186.568359,-325.745117,-504.296844
2186.568115,-325.745087,-504.296753
2186.567383,-325.744965,-504.300659
2186.567383,-325.744965,-504.300659
2186.567139,-325.744934,-504.300598
2186.566406,-325.744812,-504.304474
2186.566406,-325.744812,-504.304474
2186.566162,-325.744781,-504.304443
2186.565918,-325.744751,-504.308411
2186.565674,-325.744720,-504.308380
2186.566650,-325.744843,-504.304504
2186.566162,-325.744781,-504.304443
2186.566162,-325.744781,-504.304443
2186.566162,-325.744781,-504.304443
2186.567139,-325.744934,-504.300598
2186.566162,-325.744781,-504.304443
2186.565918,-325.744751,-504.304382
2186.565918,-325.744751,-504.304382
2186.565186,-325.744629,-504.308258
2186.565430,-325.744659,-504.308289
2186.565918,-325.744751,-504.304382
2186.566162,-325.744781,-504.304443
2186.566650,-325.744843,-504.304504
2186.567627,-325.744995,-504.300690
2186.567383,-325.744965,-504.300659
2186.567871,-325.745056,-504.300781
2186.567139,-325.744934,-504.304626
2186.567139,-325.744934,-504.304626
2186.567139,-325.744934,-504.304688
